stage,suite,world_index,method,backbone,expert_task,alpha,budget,found,cost,cost_ratio,oracle_cost,expansions,closed,roadmap_nodes,roadmap_edges,obstacle_count,side_len,heuristic_max,heuristic_min,heuristic_mean,heuristic_std,spearman_to_prm_oracle,heatmap_min,heatmap_max,heatmap_mean,heatmap_std,nonfinite_heuristic
c6,C_hard_maze,0,onlstm,onlstm,,0.0,144,1,1.9534854112419158,1.0307236092619936,1.8952562973119702,88,88,192,653,25,1.0,2.0364800726270262,0.014300399231808484,0.9713625664120352,0.5835920409314278,0.925265510132111,0.011477557010948658,1.0633362531661987,0.469530090455919,0.33948043974274744,0
c6,C_hard_maze,0,onlstm,onlstm,,0.0,168,1,1.9534854112419158,1.0307236092619936,1.8952562973119702,88,88,192,653,25,1.0,2.0364800726270262,0.014300399231808484,0.9713625664120352,0.5835920409314278,0.925265510132111,0.011477557010948658,1.0633362531661987,0.469530090455919,0.33948043974274744,0
c6,C_hard_maze,0,hrm,hrm,,0.0,128,1,1.900635037786175,1.0028380016369467,1.8952562973119702,55,55,192,653,25,1.0,2.3396117210598244,0.000707879667256728,0.9718725129664092,0.6033262428434526,0.9723893199142774,0.0005374725442379713,1.4586846828460693,0.4605083148263418,0.37162355928244034,0
c6,C_hard_maze,0,hrm,hrm,,0.0,144,1,1.900635037786175,1.0028380016369467,1.8952562973119702,55,55,192,653,25,1.0,2.3396117210598244,0.000707879667256728,0.9718725129664092,0.6033262428434526,0.9723893199142774,0.0005374725442379713,1.4586846828460693,0.4605083148263418,0.37162355928244034,0
c6,C_hard_maze,0,hrm,hrm,,0.0,168,1,1.900635037786175,1.0028380016369467,1.8952562973119702,55,55,192,653,25,1.0,2.3396117210598244,0.000707879667256728,0.9718725129664092,0.6033262428434526,0.9723893199142774,0.0005374725442379713,1.4586846828460693,0.4605083148263418,0.37162355928244034,0
c6,C_hard_maze,1,euclidean,,,0.0,128,0,nan,nan,2.092284537952998,128,128,192,671,19,1.0,1.066809835515373,0.0,0.5734206731230781,0.25229727701372534,0.9128207823562923,0.0,1.066809835515373,0.5734206731230781,0.25229727701372534,0
c6,C_hard_maze,1,euclidean,,,0.0,144,1,2.0922845379529984,1.0000000000000002,2.092284537952998,133,133,192,671,19,1.0,1.066809835515373,0.0,0.5734206731230781,0.25229727701372534,0.9128207823562923,0.0,1.066809835515373,0.5734206731230781,0.25229727701372534,0
c6,C_hard_maze,1,euclidean,,,0.0,168,1,2.0922845379529984,1.0000000000000002,2.092284537952998,133,133,192,671,19,1.0,1.066809835515373,0.0,0.5734206731230781,0.25229727701372534,0.9128207823562923,0.0,1.066809835515373,0.5734206731230781,0.25229727701372534,0
c6,C_hard_maze,1,grid_oracle,,,0.0,128,1,2.0984129793544053,1.002929066907603,2.092284537952998,97,97,192,671,19,1.0,2.2371010713884254,0.00842107449377407,1.0358112735249407,0.591843483398181,0.9845949868431763,0.0,2.2805206063402172,1.0288893185888341,0.5938022879981844,0
c6,C_hard_maze,1,grid_oracle,,,0.0,144,1,2.0984129793544053,1.002929066907603,2.092284537952998,97,97,192,671,19,1.0,2.2371010713884254,0.00842107449377407,1.0358112735249407,0.591843483398181,0.9845949868431763,0.0,2.2805206063402172,1.0288893185888341,0.5938022879981844,0
c6,C_hard_maze,1,grid_oracle,,,0.0,168,1,2.0984129793544053,1.002929066907603,2.092284537952998,97,97,192,671,19,1.0,2.2371010713884254,0.00842107449377407,1.0358112735249407,0.591843483398181,0.9845949868431763,0.0,2.2805206063402172,1.0288893185888341,0.5938022879981844,0
c6,C_hard_maze,1,unet,unet,,0.0,128,1,2.0922845379529984,1.0000000000000002,2.092284537952998,95,95,192,671,19,1.0,2.4016432933970764,0.06719533536952951,1.0847525249333314,0.5942837027447713,0.9758260315221227,0.02738751843571663,1.4008687734603882,0.5089557887422416,0.3608924274395102,0
c6,C_hard_maze,1,unet,unet,,0.0,144,1,2.0922845379529984,1.0000000000000002,2.092284537952998,95,95,192,671,19,1.0,2.4016432933970764,0.06719533536952951,1.0847525249333314,0.5942837027447713,0.9758260315221227,0.02738751843571663,1.4008687734603882,0.5089557887422416,0.3608924274395102,0
c6,C_hard_maze,1,unet,unet,,0.0,168,1,2.0922845379529984,1.0000000000000002,2.092284537952998,95,95,192,671,19,1.0,2.4016432933970764,0.06719533536952951,1.0847525249333314,0.5942837027447713,0.9758260315221227,0.02738751843571663,1.4008687734603882,0.5089557887422416,0.3608924274395102,0
c6,C_hard_maze,1,onlstm,onlstm,,0.0,128,1,2.0922845379529984,1.0000000000000002,2.092284537952998,82,82,192,671,19,1.0,2.081190840332888,0.027339620522840648,1.0985319166501615,0.5983617387770345,0.9101860266391776,0.012984021566808224,1.135887622833252,0.5101866148474983,0.348624176714136,0
c6,C_hard_maze,1,onlstm,onlstm,,0.0,144,1,2.0922845379529984,1.0000000000000002,2.092284537952998,82,82,192,671,19,1.0,2.081190840332888,0.027339620522840648,1.0985319166501615,0.5983617387770345,0.9101860266391776,0.012984021566808224,1.135887622833252,0.5101866148474983,0.348624176714136,0
c6,C_hard_maze,1,onlstm,onlstm,,0.0,168,1,2.0922845379529984,1.0000000000000002,2.092284537952998,82,82,192,671,19,1.0,2.081190840332888,0.027339620522840648,1.0985319166501615,0.5983617387770345,0.9101860266391776,0.012984021566808224,1.135887622833252,0.5101866148474983,0.348624176714136,0
c6,C_hard_maze,1,hrm,hrm,,0.0,128,1,2.095475854035947,1.001525278242543,2.092284537952998,87,87,192,671,19,1.0,2.386949904320142,0.0008674097149310342,1.0531610281834756,0.6103203370412147,0.964330765265985,0.0006087653455324471,1.4482529163360596,0.4641342906070349,0.3711960487342493,0
c6,C_hard_maze,1,hrm,hrm,,0.0,144,1,2.095475854035947,1.001525278242543,2.092284537952998,87,87,192,671,19,1.0,2.386949904320142,0.0008674097149310342,1.0531610281834756,0.6103203370412147,0.964330765265985,0.0006087653455324471,1.4482529163360596,0.4641342906070349,0.3711960487342493,0
c6,C_hard_maze,1,hrm,hrm,,0.0,168,1,2.095475854035947,1.001525278242543,2.092284537952998,87,87,192,671,19,1.0,2.386949904320142,0.0008674097149310342,1.0531610281834756,0.6103203370412147,0.964330765265985,0.0006087653455324471,1.4482529163360596,0.4641342906070349,0.3711960487342493,0
c6,C_hard_maze,2,euclidean,,,0.0,128,0,nan,nan,1.6377812138232308,128,128,192,680,26,1.0,1.1076387954452753,0.0,0.5868771441419992,0.2732791027688816,0.9176053902286847,0.0,1.1076387954452753,0.5868771441419992,0.2732791027688816,0
c6,C_hard_maze,2,euclidean,,,0.0,144,0,nan,nan,1.6377812138232308,144,144,192,680,26,1.0,1.1076387954452753,0.0,0.5868771441419992,0.2732791027688816,0.9176053902286847,0.0,1.1076387954452753,0.5868771441419992,0.2732791027688816,0
c6,C_hard_maze,2,euclidean,,,0.0,168,1,1.637781213823231,1.0000000000000002,1.6377812138232308,147,147,192,680,26,1.0,1.1076387954452753,0.0,0.5868771441419992,0.2732791027688816,0.9176053902286847,0.0,1.1076387954452753,0.5868771441419992,0.2732791027688816,0
c6,C_hard_maze,2,grid_oracle,,,0.0,128,1,1.637781213823231,1.0000000000000002,1.6377812138232308,44,44,192,680,26,1.0,2.1053522410556296,0.004691913255536823,1.0829987340869163,0.5720416101824025,0.9970464964869925,0.0,2.1791880848677403,1.045570494535704,0.569433980022406,0
c6,C_hard_maze,2,grid_oracle,,,0.0,144,1,1.637781213823231,1.0000000000000002,1.6377812138232308,44,44,192,680,26,1.0,2.1053522410556296,0.004691913255536823,1.0829987340869163,0.5720416101824025,0.9970464964869925,0.0,2.1791880848677403,1.045570494535704,0.569433980022406,0
