provider,mode,w,budget,found,expansions,arrival,optimal_arrival,suboptimality,closed,nonfinite,suite,world_index
oracle,focal,1.1,1800,True,1712,37,37.0,1.0,1712,0,C_dyn_rooms,4
scalar_hrm,astar,,1300,True,444,38,37.0,1.027027027027027,444,0,C_dyn_rooms,4
scalar_hrm,focal,1.0,1300,False,1300,-1,37.0,nan,1300,0,C_dyn_rooms,4
scalar_hrm,focal,1.1,1300,False,1300,-1,37.0,nan,1300,0,C_dyn_rooms,4
scalar_hrm,astar,,1800,True,444,38,37.0,1.027027027027027,444,0,C_dyn_rooms,4
scalar_hrm,focal,1.0,1800,True,1717,37,37.0,1.0,1717,0,C_dyn_rooms,4
scalar_hrm,focal,1.1,1800,True,1380,37,37.0,1.0,1380,0,C_dyn_rooms,4
scalar_hrm_blind,astar,,1300,True,388,37,37.0,1.0,388,0,C_dyn_rooms,4
scalar_hrm_blind,focal,1.0,1300,False,1300,-1,37.0,nan,1300,0,C_dyn_rooms,4
scalar_hrm_blind,focal,1.1,1300,False,1300,-1,37.0,nan,1300,0,C_dyn_rooms,4
scalar_hrm_blind,astar,,1800,True,388,37,37.0,1.0,388,0,C_dyn_rooms,4
scalar_hrm_blind,focal,1.0,1800,True,1717,37,37.0,1.0,1717,0,C_dyn_rooms,4
scalar_hrm_blind,focal,1.1,1800,True,1609,37,37.0,1.0,1609,0,C_dyn_rooms,4
scalar_onlstm,astar,,1300,True,341,38,37.0,1.027027027027027,341,0,C_dyn_rooms,4
scalar_onlstm,focal,1.0,1300,False,1300,-1,37.0,nan,1300,0,C_dyn_rooms,4
scalar_onlstm,focal,1.1,1300,False,1300,-1,37.0,nan,1300,0,C_dyn_rooms,4
scalar_onlstm,astar,,1800,True,341,38,37.0,1.027027027027027,341,0,C_dyn_rooms,4
scalar_onlstm,focal,1.0,1800,True,1717,37,37.0,1.0,1717,0,C_dyn_rooms,4
scalar_onlstm,focal,1.1,1800,True,1540,37,37.0,1.0,1540,0,C_dyn_rooms,4
scalar_onlstm_blind,astar,,1300,True,365,38,37.0,1.027027027027027,365,0,C_dyn_rooms,4
scalar_onlstm_blind,focal,1.0,1300,False,1300,-1,37.0,nan,1300,0,C_dyn_rooms,4
scalar_onlstm_blind,focal,1.1,1300,False,1300,-1,37.0,nan,1300,0,C_dyn_rooms,4
scalar_onlstm_blind,astar,,1800,True,365,38,37.0,1.027027027027027,365,0,C_dyn_rooms,4
scalar_onlstm_blind,focal,1.0,1800,True,1717,37,37.0,1.0,1717,0,C_dyn_rooms,4
scalar_onlstm_blind,focal,1.1,1800,True,1382,37,37.0,1.0,1382,0,C_dyn_rooms,4
field_unet,astar,,1300,True,237,38,37.0,1.027027027027027,237,0,C_dyn_rooms,4
field_unet,focal,1.0,1300,False,1300,-1,37.0,nan,1300,0,C_dyn_rooms,4
field_unet,focal,1.1,1300,False,1300,-1,37.0,nan,1300,0,C_dyn_rooms,4
field_unet,astar,,1800,True,237,38,37.0,1.027027027027027,237,0,C_dyn_rooms,4
field_unet,focal,1.0,1800,True,1717,37,37.0,1.0,1717,0,C_dyn_rooms,4
field_unet,focal,1.1,1800,True,1607,37,37.0,1.0,1607,0,C_dyn_rooms,4
field_unet_blind,astar,,1300,True,341,38,37.0,1.027027027027027,341,0,C_dyn_rooms,4
field_unet_blind,focal,1.0,1300,False,1300,-1,37.0,nan,1300,0,C_dyn_rooms,4
